barcode,price,active,quantity
112337,517.48,0,0
113803,1200,0,2
222676274732,330,0,0
106098,151,0,1
106077,142,0,1
108201,151,0,0
106069,150,0,0
117677,11.715,0,2
3075846091793,350,1,14
3075846091779,180,1,48
DESIKARACHIEGGS,250,0,0
EGG BRUSH,150,1,11
111823,14.625,0,0
109337,189,0,0
111403,21.75,1,10
113061,37.25,1,20
JAF03443,150,1,7
101769,30,1,120
102098,30,1,12
112681,132,1,20
810404143032,220,1,32
110714,63.04,0,0
112861,32,1,181
111776,44.325,1,167
113339,35.00071429,1,22
112580,50,0,0
112434,38,0,0
112582,49.25,0,0
116891,35.42857143,1,35
111049,31.42857143,1,21
111462,35.42857143,1,28
110223,32.85714286,1,6
111496,38.57142857,1,35
118949,31.42857143,0,0
117414,47.14285714,1,28
118779,29,1,28
118781,30.28571429,0,0
104374,850,0,1
104375,850,0,1
8888202061577,850,0,2
103662,850,0,0
8888202026415,550,0,2
104882,550,0,0
104029,550,0,2
104883,550,0,2
103183,550,0,1
104884,550,0,2
103817,850,0,2
104123,850,0,1
103818,850,0,2
104139,850,0,0
104322,575,0,2
104323,575,0,0
8888202035172,540,0,1
104324,540,0,0
8888202052360,540,0,0
104328,540,0,0
104321,575,0,3
104325,540,0,0
104718,620,0,1
8888202000620,620,0,1
8888202062468,620,0,3
8888202064622,620,0,1
103179,620,0,2
8888202065261,850,0,2
8888202005076,850,0,0
113349,166.466,0,0
111292,44.325,1,13
8888021205404,149,1,4
8888021200119,550,0,0
300875124628,5300,0,0
300875124659,5300,0,0
300875124703,4800,0,0
113388,96.919,1,27
8964000571040,200,1,5
8964000571033,130,1,4
100113,250,1,4
8964000570241,170,0,1
8964000572764,320,0,3
8964000572931,160,0,2
8964000572443,140,0,-1
8964000572108,599,0,3
8964000571002,210,0,1
8964000572238,450,1,7
8964000572221,245.45,0,1
8964000572498,450,0,0
8964000572481,240,0,2
8964000570418,250,0,0
8964000572504,250,1,13
8964000572559,240,0,2
8964000572528,50,0,3
8964000572535,130,1,4
8964000570180,230,0,2
8964000572542,160,0,1
8964000570005,60,0,3
109383,300,0,1
115313,20,1,79
116973,20,0,-185
112812,20,1,153
8710428016591,3135,1,4
8710428016614,4825,0,-1
8710428996077,2800,0,0
8710428016454,630,0,0
8710428016492,3135,1,4
8886451012067,1500,0,0
8886451006783,3135,0,3
8886451006790,6225,0,2
107694,150,0,1
108121,8.2,1,82
108086,16.13333333,1,20
105823,65.2,0,-1
3582910034988,97.941,1,65
113522,166.778,1,25
109553,4.45,1,86
114831,10,1,34
117727,20,1,168
114739,200,0,0
114749,230,0,0
109517,10,1,78
106326,248,0,0
106555,369.32,0,0
109281,293,1,7
113093,8.9359,1,90
113830,22.3631,1,64
113665,28.462,1,150
111106,359,0,0
111926,13.5,0,-30
113816,86.66666667,0,-28
110751,26.46428571,1,14
111913,36.64285714,0,0
111254,30.35714286,1,28
111497,19.78571429,1,14
112435,52.5,0,0
110204,25,0,0
119590,60,1,28
108256,267,0,0
113961,19.8,1,171
114295,39,0,-37
110323,25.21571429,1,11
112001,40,1,69
118934,19.2,1,10
109005,17.21428571,1,56
111628,29.28571429,1,35
109027,20.35714286,1,28
111477,28.21428571,0,0
103162,350,0,0
110101,17.35714286,0,-1
8801116001941,420,1,4
88011967,350,1,10
110110,26.85714286,1,43
112136,43.57142857,1,23
111102,35.35785714,0,-10
112362,42.5,1,28
110088,24.125,1,21
108238,5,1,90
112189,8,1,490
8961102861611,450,0,2
116276,450,1,5
116271,450,0,3
116277,450,0,2
116274,160,0,2
116269,160,0,2
116275,160,0,2
100280,320,0,3
100354,320,0,2
100281,320,0,2
100240,230,0,0
100378,240,0,0
100313,255,0,0
116278,115,0,1
116270,155,0,0
116279,135,0,0
116272,250,0,3
116273,250,1,5
8964000045497,350,0,3
8964000045879,350,0,2
8964000045961,450,0,2
8964000045954,450,0,1
8964000045978,450,0,2
6291100600243,100,1,7
6291100600755,100,0,1
6248765457996,3230,0,0
106697,670,0,0
115155,673.22,0,0
8964000002087,600,0,3
107149,2000,0,-1
107031,1410.1,0,0
107150,2000,0,1
7443258438424,1895,0,0
114158,180,1,10
8999002310564,160,1,4.5
8999002692561,160,0,2.5
6754965664664,1599,0,3
8961008222752,220,0,0
8961008221984,35,1,76
8961008222745,650,0,0
8961008222202,95,0,-1
8961008223629,95,0,1
8961008223636,70,0,0
8961008237480,60,0,3
8961008210025,1999,0,0
8961008217628,2400,0,0
8961008217635,3950,0,2
8961008221717,550,0,-1
8961008217604,775,0,3
8961008219363,1225,0,3
8961008217611,1950,0,-7
112074,9.4,1,63
113232,14.45,1,233
113666,17.49,1,140
8964001420941,2800,0,1
8964001420163,3800,0,0
8964001420170,2850,0,0
8964001420934,1300,0,1
110901,38.76,1,10
108601,18.24,1,20
109530,8.121666667,1,90
111490,15.16666667,0,0
111607,20,0,0
112763,30,0,0
109679,9.567,1,30
111465,14.93366667,1,30
51002,50,1,224
118894,40,1,10
118624,22,0,-14
114352,126.2014286,1,20
114314,119.0896429,1,48
113976,89.28571429,0,0
105549,145,1,5
119369,160,0,1
8886950027494,69,0,0
8886950012148,549,0,-1
8886950012155,455,0,0
8886950012391,50,0,0
8886950012162,645,0,0
8886950012230,855,0,0
8886950012223,226,0,0
112372,38.02285714,0,0
112369,31.82428571,1,4
110941,25.00071429,0,0
101533,220,0,-3
42247340,200,1,19
42124276,200,1,24
50173686,200,1,14
42112907,200,1,27
106627,419,0,0
8857660019932,30,1,5
105648,300,0,2
108859,233,0,-1
105689,440,0,0
8745222510259,50,0,-2
110211,31.889,1,30
109793,14.136,1,5
111694,23.9,1,70
112631,28.5,1,20
110953,17.25,1,20
110087,23.57142857,1,40
112082,43.87428571,1,7
109303,17.85214286,1,35
110968,29.70357143,1,56
118859,100,0,0
115923,785,0,0
115922,785,0,0
6281031256565,450,0,1
6281031256589,450,0,1
103780,450,0,0
4015000995139,450,0,0
115948,435,0,0
104040,450,0,1
104034,450,0,0
4015000982641,450,0,2
6281031270080,450,0,2
115947,435,0,0
115945,450,0,0
103708,450,0,1
104042,450,0,2
103782,435,0,0
4015000280372,450,0,0
6281031256527,450,0,0
2419613982883,300,0,0
6939064400225,500,0,-1
116531,10,1,551
8961014236828,200,0,2
117611,50,0,0
8961014261721,320,0,0
8961014263497,150,1,4
8964002548002,300,0,2
8964000578650,200,0,0
8964002548019,300,0,2
8964000578667,200,0,0
8964002548026,350,0,2
8964000578049,250,0,2
8964000578056,150,0,0
8961014236811,50,1,5
8901030971273,650,0,3
104857,230,0,0
8901030871276,465,0,0
102343,385,0,0
102694,300,0,0
115930,550,0,0
102880,530,0,0
8961014261660,399,0,0
8901030747380,240,0,0
8961014236880,220,0,0
100491,380,0,0
8901030829062,640,0,0
8961014236866,199,0,-1
101417,585,0,0
106742,1095,0,0
107259,3925,0,1
106856,1300,0,1
5842109854123,375,1,4
5842109854239,595,1,6
2620773190,100,0,-1
262077388,230,0,0
262077380,150,1,5
8961008222837,320,1,6
116171,730,0,0
101158,109,0,1
116173,138,0,0
101159,109,0,0
101267,340,0,0
101115,96,0,0
101772,267,0,2
101724,270,0,0
101667,219,0,0
101718,243,0,1
101268,243,0,3
101725,243,0,2
8961100091454,285,1,4
8961100091515,315,1,4
8961100093168,515,1,6
8961100092802,545,1,6
8961100095797,395,0,0
8961100091430,525,1,6
101566,365,0,0
101856,1450,0,2
102919,1950,0,0
103482,2195,0,0
103302,2715,0,3
103428,2025,0,0
101897,2615,0,1
101768,1976,0,0
100820,54,0,0
101165,87,0,0
116172,100,0,2
6291055009344,491.9,0,0
602772124696,90,1,6
602772124719,100,1,5
602772124702,60,1,12
602772124788,120,1,8
602772124795,180,0,0
602772124818,100,1,5
602772124832,60,1,5
602772124948,150,1,11
602772124962,80,1,20
602772125020,270,1,6
602772125099,135,1,14
602772125105,290,0,0
602772125129,75,1,4
602772125174,75,1,7
602772125181,150,1,8
602772125204,160,1,7
602772125211,295,0,0
602772125280,140,1,5
602772125327,150,1,5
602772125334,375,1,10
602772125396,125,1,6
602772125464,175,1,9
602772125518,250,1,5
107929,1.7075,1,588
109159,12.4,1,80
109180,24.706,0,-3
9231122210812,160,1,12
113809,7.2,0,-5
5449000006271,190,0,-6
5449000052926,240,1,5
5449000000712,130,0,0
8961103501905,125,0,0
8964002527038,110,0,0
8964002527052,140,0,0
8964002527045,140,0,0
103775,360,0,0
102705,360,0,0
102702,360,0,0
6291107676098,360,0,0
102703,360,0,0
102696,360,0,0
103772,360,0,0
102697,360,0,0
102698,360,0,0
103771,360,0,0
670875402447,150,0,0
102425,130,0,0
108005,10.4,0,0
119629,950,0,3
119630,950,0,3
6920231223020,950,0,3
115090,4960,0,0
46543211110005,5310,0,0
4654323101812,1350,0,0
5820254542607,1000,0,3
8602208250014,850,0,0
8602208250113,760,0,0
20190441001,420,0,0
103894,460,0,1
4654323061659,770,0,0
4654323061642,550,0,0
8620180310328,250,0,0
8964052481182,620,0,0
4654323072907,375,0,0
114752,300,1,13
102558,690,0,2
8602209030011,660,0,-1
304080703258,450,0,2
6934562154557,760,0,2
6920201916662,2200,0,0
4316542207026,700,0,1
20190400015,750,1,4
4316542211269,1620,0,0
116800,1100,0,0
4654321126077,899,0,1
6920231223068,600,0,2
6920231223013,760,0,1
4654323101836,1280,0,0
4654323101829,1070,0,0
8620180310311,300,1,8
8620180310335,300,0,2
8620180310342,250,1,12
2548163493447,3250,0,0
4654879878749,4699,0,0
4654321225015,5525,0,0
4654321220416,5875,0,0
6902009131102,4835,0,0
4654321127012,620,0,0
8602202072100,660,0,0
4654321102309,1240.83,0,0
6971914080072,400,0,1
4654321000117,899,0,0
4654321221215,670,0,0
4654321221239,450,0,2
6902009130013,415,0,0
8954879322782,455,0,0
6920241523080,650,1,5
105316,750,0,2
6560818749903,350,1,7
2445768650599,3880,0,0
119302,3450,0,1
2445768650575,3500,0,0
2445768650612,4450,0,1
2445768650582,3250,0,1
2445768650032,3550,0,1
6923130807018,450,1,9
5442002259164,850,0,2
5460309456956,390,0,2
104432,5800,0,0
6920241523882,450,0,2
6795230145983,4200,0,1
6294914233805,3350,0,0
4654323061703,8500,0,0
4654324091808,4250,0,2
4654323071825,6385,0,0
4654323071832,4860,0,0
4654323071856,5999,0,0
4654323071849,7499,0,1
6920201916549,4650,0,1
4654322092807,4120,0,1
105259,4820,0,0
2445768650568,3200,0,2
20180400162,7735,0,0
20180400186,5980,0,0
6979084732913,2295,0,0
6979084733361,2450,0,0
6979084736287,8075,0,1
6560834267245,4280,0,0
6560834267252,6225,0,0
3540828819363,4500,0,0
4654321111042,3700,0,0
6985019996510,4000,0,0
8542829494049,7500,0,1
8966518249251,4280,0,0
109333,16.42857143,0,0
110234,26.05714286,0,0
106557,549,1,4
8964000064030,180,0,1
8964000064221,280,0,2
8964000064238,940,0,0
8964000064214,420,1,4
103608,525,0,0
8964000064603,500,0,0
8964000064627,750,0,0
8964000064856,500,0,1
8964000064788,710,0,0
8964000064092,420,0,0
8964000064061,650,0,1
8964000064054,990,0,1
8964000064528,180,0,0
8964000064375,120,0,0
8964000064306,170,0,0
8964000064313,190,0,0
8964000064436,170,1,6
8964000064641,850,0,0
116014,325,0,3
116015,345,0,1
8964000064177,150,0,0
102508,220,1,5
8964000064184,605,0,0
102687,280,0,2
8964000706480,690,0,0
8964000706503,920,0,0
8964000706497,405,0,0
8964000706527,690,0,0
8964000706381,350,0,1
8960299248786,150,0,-2
8964000706145,140,0,0
8964000706060,185,0,0
8964000706374,325,0,0
8960299249301,265,0,0
8960299249295,370,0,-1
745110025221,300,0,0
745110025238,270,0,0
745110025245,270,0,0
8964000706299,350,0,0
116597,299,0,0
745110025375,350,0,0
8964000706459,20,0,0
107389,60.89,0,3
107456,87.69,0,3
112452,3.425,1,19
110835,2.99,0,-3
115513,24.1285,1,30
19556564084607,120,1,8
8964000578490,200,0,1
110267,11.12107143,1,102
112939,18.265,1,246
113092,21.918,0,0
114543,401.1383333,0,0
105536,163.05,0,2
106615,600,0,0
117330,85,1,20
7398880540499,150,1,4
73982207316,200,1,9
113669,150,1,33
110857,46,0,0
112446,25.5,1,50
114441,4150,0,1
112953,26.66666667,0,0
112169,19.49633333,0,0
110055,367.98,0,0
105650,249,0,0
110750,293,0,0
110278,16.3875,1,80
110252,16.3355,0,0
80050278,550,0,3
8691111234570,450,0,3
108475,1.35,0,0
6931078920041,830,0,0
6931078920119,999,0,0
6931078930101,230,1,7
6971282340051,350,1,5
6931078932341,350,0,3
6931078920034,550,1,4
6931078932327,320,0,0
6931078931023,830,0,0
6931078932228,570,0,0
6931078920096,390,0,1
6931078931603,200,1,6
103364,325,0,0
7051055557370,530,0,0
112059,32.5205,1,66
112659,40.25,1,71
110477,20,1,46
108559,34.7,0,-11
112456,28,0,0
116174,399,0,0
116175,399,0,0
8857101140102,445,0,0
8857101152006,445,0,0
8857101159753,445,0,0
115954,445,0,0
8857101140089,445,0,0
8857101150309,445,0,0
8857101159760,445,0,0
8857101140119,445,0,0
112134,19.7,1,30
112908,656,0,1
110047,43.8,0,-7
111194,364,0,0
1016929675105,42.5,1,21
116207,590,0,0
116208,52.5,0,0
116209,361.25,0,0
1692596752129,349,0,3
117006,5,0,0
118801,105,0,0
118788,75,1,20
118662,23,1,8
118663,32,1,8
6261178043082,40,0,0
116753,290,0,0
103886,470,0,0
103987,555,0,0
104462,765,0,0
104219,560,0,0
116170,580,0,0
104277,950,0,0
102949,260,0,0
117158,15,0,0
117157,20,0,0
119069,1390,0,-1
108661,200,0,1
107990,155,1,6
116804,210,0,1
112450,4.75,1,353
8961103502544,40,0,-14
602772124559,100,1,4
602772124566,190,0,2
602772124573,120,1,7
602772124580,220,0,0
602772124603,175,1,7
602772124610,270,1,9
602772124627,620,1,8
602772124665,250,1,15
602772124641,220,1,8
602772124658,420,1,6
602772124672,40,1,7
602772124689,270,0,2
602772125686,140,1,5
602772124733,120,1,5
602772124801,70,1,11
602772124849,150,0,3
602772124856,320,0,0
602772124870,450,0,0
602772124863,195,1,13
602772124894,395,0,3
602772124900,720,0,0
602772124887,230,1,13
602772124917,295,1,4
602772125341,950,0,0
602772125358,210,1,10
602772124979,100,1,9
602772124986,140,0,0
602772125013,180,1,6
602772125037,190,1,6
602772125082,90,1,6
602772125112,50,0,3
602772125136,85,1,4
602772125198,70,1,4
602772125273,90,1,19
602772125235,85,1,14
602772125297,100,1,8
602772125303,75,1,8
602772125310,75,1,8
602772125402,150,1,5
602772125426,90,1,5
602772125440,50,1,11
602772125471,100,1,9
602772125556,150,1,9
602772125501,275,1,10
602772125495,280,1,5
602772125549,240,1,5
602772125563,100,1,12
112579,19.7,1,30
112891,21.34166667,1,30
109260,13.4,1,31
110824,24.05,1,40
8961103502759,100,1,13
105810,636.93,0,-1
8961102504310,10,0,0
8961103502896,10,0,-84
8961102505591,30,0,0
8961102504334,10,0,-13
8961102504396,30,0,0
110874,34.64285714,1,28
106467,350,0,1
110313,350,0,0
8961102110238,1170,0,0
896110211021,610,0,0
106426,482,0,0
110635,28.66071429,0,-14
100485,200,0,0
105509,119,0,0
105600,200.01,0,1
112518,625.02,0,0
8908001158480,850,0,1
8908001158497,850,1,4
8908001158305,850,0,1
8908001158954,850,0,0
8908001158244,850,0,2
8908001158350,850,0,0
8908001158312,890,0,0
8908001158961,850,0,0
8904238301415,850,0,-1
8904238301460,850,1,4
116963,50,0,-2
671866277549,30,1,51
671866277556,30,0,-38
107549,98,0,-1
107533,95.69,0,-4
107406,95,0,0
107686,75,0,-1
108510,164.81,0,0
108143,113,0,1
764460928402,150,1,13
8964002547814,530,0,1
8964000640968,400,0,1
8964002547029,170,0,3
8964000024133,270,0,0
8964000024003,300,0,3
8964000024027,180,1,4
110789,12.98033333,1,40
111444,15.64033333,1,30
105840,952,0,0
109702,43,1,22
111654,60,1,20
108330,25,0,0
108414,170.49,0,0
109719,273.33,0,0
111767,487.16,0,0
105876,2830,0,-1
105888,2308,0,0
105884,1580,0,0
105890,3244,0,1
6260176503253,40,0,0
8997212800332,300,1,5
8997212800325,295,0,0
8997212800721,430,0,0
8997212800318,295,0,-2
8997212800349,300,0,0
8997212800356,349,0,0
8997212800301,649,0,0
93815990543,2550,0,-2
110819,27.14285714,0,0
111175,31.42857143,0,3
109942,24.28571429,1,60
118395,21.293,1,25
102966,250,0,0
245215465446,60,1,43
8994548105100,350,0,0
102826,170,0,1
103018,125,1,4
104341,250,1,9
102682,195,1,12
8961100283774,40,1,88
102628,130,0,-3
7137571773378,280,0,1
103295,260,1,22
102261,280,0,-3
102262,280,0,-2
117549,165,0,0
8965310049533,200,0,0
8965310048185,200,1,4
8965310048420,200,0,-2
106480,467.91,1,4
110131,13,1,22
110045,12.2,1,116
8966000006621,45,0,0
8966000006607,40,0,0
107293,66.66666667,0,0
107292,75,0,1
9200506012281,50,1,11
792649287347,220,1,40
105014,725,0,0
8964000022900,320,0,1
8964000843444,360,0,0
8964000022849,320,0,0
8964000022993,320,0,-1
8964000022597,320,0,0
8964000022719,320,0,0
8964000022931,320,0,0
8964000022962,320,0,1
8964000022740,400,0,0
8964000022689,400,0,0
8964000022832,170.46,0,0
8964000022986,173.87,0,0
8964000022955,173.87,0,0
116828,50,0,0
792649287019,170,0,-27
6921211105008,180,0,0
102912,200,1,17
102914,200,1,19
6921211103547,200,1,20
8964003508449,30,0,0
112503,487,0,0
106367,270,0,0
106403,357.59,0,0
106472,340,0,0
108719,242.38,0,0
8961102505348,40,0,-22
106474,399,0,3
106028,98,0,0
106357,340,1,4
8681161908408,130,0,0
8957962044042,250,1,6
8957962044035,250,1,39
117332,410,0,0
8964000241516,210,0,0
8964000241189,35,0,-1
8964000241196,35,0,1
8964000241608,30,0,0
8964000241219,35,0,2
8964000241707,650,0,0
8964001166436,150,1,13
117188,30,1,21
116522,228.3,0,0
106445,358,0,0
106564,400,0,2
106463,285.25,0,0
106042,104,0,0
106498,306.56,0,0
106434,271.35,0,0
108085,122.18,0,0
725765616029,150,0,-6
725765616036,180,1,5
106473,351,0,0
106510,378,0,0
106563,441,0,0
109593,283,0,1
104068,88,0,0
116812,93.6,0,0
112095,45.35714286,1,34
112642,53.21428571,1,76
113652,105.3571429,1,12
111030,33.57142857,1,14
8964000222317,35.35714286,1,38
107870,14.812,1,10
8964000222867,38.966,1,50
110296,24.75071429,1,28
111842,38,1,23
119609,40.71428571,1,14
8961003632617,40,0,-3
8961003635113,20,1,26
8961003090547,10,0,-1
8961003020520,30,1,21
103714,395,0,1
106398,298,0,1
110369,33.431,1,30
112097,38.67857143,0,0
111930,36.64285714,1,7
112039,37.86428571,0,0
115606,38.33333333,0,-10
111968,55,1,20
8964000121214,4.4,1,150
8992304019524,850,0,3
8994993026791,750,0,0
104699,849,0,0
104905,999,0,0
104569,849,0,0
104906,999,0,0
115949,849,0,0
104907,849,0,0
104908,849,0,3
104700,999,0,0
115950,849,0,0
115951,849,0,0
104909,849,0,0
115952,849,0,0
104702,849,0,0
8964000462300,999,0,0
115953,849,0,2
104701,849,0,1
104698,849,0,3
104911,849,0,0
3610340652202,199,1,10
3610340657320,199,1,11
3610340654961,199,1,16
3610340654954,185,1,8
3610340669910,185,0,0
3610340631276,839,0,0
3610340222399,890,0,1
3610340648717,849,0,0
8964001174431,649,0,0
103959,850,0,0
3610340650994,349,0,0
8994993018222,850,0,1
3610340650987,850,0,0
8964001174776,819,0,0
8964001174752,849,0,0
8964001174783,459,0,0
3610340672194,459,0,0
103960,850,0,0
3610340672187,850,0,0
103961,850,1,4
8992304009167,930,0,0
104838,925,0,0
103963,930,0,0
103964,850,0,2
103965,925,0,0
103966,850,0,0
8964001174769,459,0,0
8992304019562,850,0,1
8992304047152,850,0,2
8994993009534,850,0,0
8964001174424,369,0,0
3610340672170,349,0,0
3610340672163,650,0,0
8991380700609,750,0,0
117890,396,0,1
8964000057803,90,0,1
8964002343218,120,1,40
100847,88,0,0
104069,88,0,0
8992222054553,769,0,-1
104642,769,0,0
103843,769,0,0
8992222056595,769,0,0
109270,38.75,1,45
108871,13.5,0,-11
115584,10,0,-58
118268,750,0,-1
112965,612,0,0
6001106309886,250,1,8
6001106309923,380,0,3
114218,77.88,1,50
109902,22.5,1,20
105899,65,0,3
105902,33.18,0,0
105413,44.15,0,2
105414,47.25,0,3
113309,40.25,1,11
855434001273,160,1,5
108165,117,0,-2
108034,2.5,1,166
113789,1500,0,0
110029,13.66666667,1,148
111797,21.66666667,1,40
108389,18.25,1,138
111812,21.66666667,1,23
112623,25,1,211
112591,25.2,0,-10
113420,37.09333333,1,97
107471,110,0,0
8961103063519,10,0,0
7702018619696,1150,0,0
3014260287047,140,0,2
7702018464852,750,0,1
3014260316259,90,1,6.4
3014260265885,150,1,17
7702018840786,150,1,7
8001841068985,570,0,0
7702018037155,1500,0,-1
8700216780254,220,0,-4
7702018494149,270,0,1
7702018608959,200,0,0
100712,615,0,0
7702018851294,4000,0,0
7702018263783,4500,0,1
4987176150455,2500,0,2
7702018606528,2450,0,1
7702018264230,2470,0,0
7702018020706,2500,0,-3
7702018020942,3000,0,1
4987176286871,3000,1,4
7702018308309,1150,0,0
7702018866946,3270,0,1
7702018514311,3500,0,0
3014260228767,1050,0,0
3014260228743,1050,0,0
7702018980833,1050,0,0
100806,990,0,2
100805,990,0,0
100600,875,0,0
100944,1050,0,1
100770,945,0,0
100771,935,0,0
100601,875,0,0
101019,945,0,0
100464,525,0,0
100832,595,0,0
4987176226808,2100,0,1
107390,60,0,2
7137571741384,650,1,14
8961014186352,90,0,0
8961014186369,280,0,1
116829,27.5,1,56
8964000749791,690,0,0
GLOVES,80,1,7
8961014266504,199,0,3
8961014266498,380,1,5
100131,270,0,0
4792081014811,750,0,0
8001673100815,183.3333333,0,0
8710428016478,835,0,1
104478,4635,1,4
104479,4635,1,5
8964002758708,80,0,0
8964002758760,40,0,3
8964002526482,30,0,0
8964002526505,20,1,71
8964002527380,40,0,-5
8964002527373,40,0,-2
8964003590970,40,0,-1
8964002526529,10,0,-51
107715,2.33,1,166
108395,4.32,1,122
115452,12.03533333,0,0
115370,9.629666667,1,30
110538,13.268,0,-2
108428,10.23333333,0,-30
117539,8000,0,0
107153,1945,0,0
116479,1350,0,0
116748,3210.59,0,0
118991,190,0,0
117574,140,0,0
107567,115,0,1
107500,95,0,-3
897121001111,130,1,14
897121001173,30,1,28
8964000424308,30,1,21
8964002625154,30,0,0
8964002625284,50,0,0
8964002625277,50,0,0
8964002625086,100,0,0
8964002625192,100,0,0
8964002625345,50,0,0
8964002625024,50,0,0
8964002625000,50,0,0
8964002625307,50,0,0
8964002625376,50,0,0
8964002625314,50,0,0
8964002625321,50,0,0
101588,60,1,8
101589,65,0,0
101590,65,1,4
102069,65,1,6
116718,5,0,-64
6955648546233,700,0,0
8964000424899,20,1,62
8964001078586,360,0,0
785034393433,250,0,-5
113607,54.27,1,70
8964000834688,260,0,1
8964000834619,260,1,15
8964000834565,250,0,0
8964000834534,250,0,1
8964000834541,250,0,0
8964000834596,250,0,0
8964000834527,250,0,0
8964000834589,250,0,0
8964000834558,250,0,0
117559,499,0,0
729875873426,120,0,0
116783,125,0,0
723872535219,70,0,0
896546000341,50,0,0
116782,40,0,0
723872535202,100,0,0
4657223649989,100,0,0
729872022100,150,0,0
5986217435277,80,0,0
729875200727,120,0,0
723872535134,40,0,0
723872535172,85,0,0
116785,70,0,0
112090,32,0,0
113294,48.25,1,24
112045,18.64333333,0,0
764460149821,1200,0,0
764460149807,2200,0,0
764460149791,1800,0,2
764460149876,550,0,0
764460149814,1200,0,0
2017786321012,2200,0,2
697273008873,600,0,0
108154,156.28,0,3
109329,245,0,0
108815,39.88,0,0
110545,355,1,5
109263,49.77,0,0
109680,343.71,0,0
109913,25.0004,1,46
107393,109.66,0,0
108531,3.7,1,41
119091,250,0,0
8964003205140,90,0,0
894545000669,90,0,-1
8964003205638,90,0,0
119090,320,0,1
4277243300112,450,0,0
4277243300235,370,0,0
4277243300143,340,0,0
4277243300129,430,0,0
4277243300242,380,0,0
110213,350,0,1
7184123113915,310,1,9
8964003511029,2950,0,0
8964003511074,2850,0,0
8964003511142,2545,0,0
8964827357063,200,0,1
7184191119017,440,1,5
8964003511128,510,0,2
8964003511289,1945,0,0
8964003511043,530,0,1
8964003511005,570,0,1
100983,110,1,7
106182,185,1,5
8964002992911,475,0,1
8964002992942,475,0,0
8964002992935,475,0,1
8964002992904,450,0,2
8964002992881,475,0,1
8964002992874,450,0,0
8964002992928,475,0,1
8964002992898,450,0,0
8964004035326,550,1,8
107485,100,0,2
106108,165,0,0
8964004035951,550,0,2
110812,449.58,0,1
4712182025,350,0,2
2045001478,420,1,4
100148,199,0,0
100532,380,0,0
47121820250,450,1,7
47121820511,250,1,7
112741,540,0,1
111248,443.22,1,58
113542,1070.03,0,0
113255,950.02,0,2
114149,66.66666667,0,0
116756,530,0,0
769503781310,90,0,2
112332,10,0,-17
8964002723126,230,0,0
8964001358183,30,0,-6
6920252313809,650,0,1
8964000053775,200,0,-3
8681270412568,125,0,0
104352,790,1,8
9066085216584,1090,0,0
9066085112800,1330.59,0,0
9066085413136,1250,0,0
9066085112008,1280,0,0
9556564098799,100,1,7
8964002686179,1099,0,2
8964002686056,140,0,3
8961101231552,140,0,2
8961101231156,280,1,5
6001106114619,200,0,0
8964002686919,200,0,2
8961101230586,600,1,10
8961101230593,600,1,5
8964002686131,575,0,2
8964002686117,575,1,5
6001106114626,525,1,6
8964002686124,575,0,0
8964002686148,850,0,3
6001106114633,850,0,3
8961101232337,1099,0,3
8964002686155,1099,0,2
8964000954713,1099,1,21
5052197062489,1850,1,11
5052197062496,1395,1,4
8961100310708,100,1,13
8961100310753,200,0,1
8961100310609,745,0,0
8961100310654,1240,0,3
8961100310500,210,0,1
8961100310951,2330,0,-3
52001,35,1,77
8961100310555,385,0,1
8961100311156,800,0,0
8961100311125,630,0,0
8961100310159,170,1,6
8961100310197,280,0,1
8964002474882,760,0,0
HAZMINA,5,1,52
102252,230,0,-2
102267,50,0,-6
111844,18.66666667,1,150
8700216842273,750,0,2
8006540831984,5,1,35
103607,5,0,-1
8001090829023,2200,0,1
4084500944107,2200,0,0
8001090829078,2200,0,1
8001841299303,470,0,0
8001841299150,470,0,3
8001841299181,470,0,1
8006540314159,470,0,3
8001841299211,470,0,2
8001841299365,470,0,2
8001841299273,470,1,4
8001841460567,800,0,-1
8001841460321,800,0,-1
8001841460383,800,0,2
8006540314180,800,0,1
8001841460413,800,0,0
8001841460710,800,0,1
8001841460505,800,0,0
8001841460444,1500,0,0
8001841460536,220,0,2
8001841460291,220,0,1
8001841460680,220,0,2
8700216842242,470,0,2
107781,111.31,0,1
119068,137,0,1
116474,1900,0,0
116473,1890,0,0
116475,1450,0,0
116484,1650,0,0
116481,3400,0,0
116476,1600,0,0
116477,1300,0,0
116482,950,0,0
116478,1890,0,0
116483,2240,0,0
115555,1111,0,1
8850632440284,250,0,3
8964003590635,30,0,0
8964003590659,50,0,0
8964003591281,20,1,16
118840,43,0,0
109114,17.29285714,0,0
110875,29.48,0,0
6460453649098,300,0,0
8961102812675,1350,0,0
8964002911677,1300,0,0
8964002911721,1350,0,0
8964002911707,1300,0,0
8964002911738,1350,0,0
8961102816123,1250,0,0
115478,2.45,1,188
112260,500,0,0
8850632200031,450,0,2
8850632440246,250,0,0
8992695534736,195,0,-1
109102,25.3,0,0
109357,9.723666667,1,30
111322,17.72566667,0,0
8964000326749,130,1,9
6951947801080,10000,0,0
115938,135,0,0
113488,145.9,1,13
113835,122,1,22
113987,92.44,1,32
114095,533.362,0,0
107896,19.802,1,95
792649750698,30,0,0
792649750636,30,0,0
113825,31.64366667,1,40
764460201598,490,0,0
764460201604,490,0,0
108696,10.78,1,30
110852,338,0,2
